,productType,description,origin,links,id
118,Antibodies,Antibodies,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,3e445452393874742e0897a425580b22
119,Replicating viral vector,Newcastle disease virus vector (NDV-SARS-CoV-2/Spike),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,3e5211037fb40fffb7b6bed04f3edf74
120,RNA-based vaccine,RNA,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,3ebc1139c65137fac1fcc66c4c774fb1
121,Other,"ATYR1923, fusion protein (immuno-modulatory domain of histidyl tRNA synthetase fused to the Fc region of a human antibody) modulator of neuropilin-2",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,3ecf12bd88b127c530a7d1c37ea0e8c1
122,Cell-based therapies,"MultiStem, bone marrow stem cells",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,3f89d566e89afdbbe70ff6013904fcf5
123,Other,"proxalutamide (GT0918), anti-androgen",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,3f8ada6bfc59d6588dacde94ec3ae2aa
124,Protein subunit,"Orally delivered, heat stable subunit",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,3fafdd6ff4288140c9d1f1cd47965421
125,Non-replicating viral vector,Non-replicating viral vector; MVA encoded VLP,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,40915067d08c5808934d5568e70e1f1f
126,RNA-based treatments,Ampligen; (rintatolimod),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,41750eb5e9fade9186d5482ebec9e2c6
127,RNA-based treatments,VIR-2703 (ALN-COV) siRNA candidate,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,42262470a9d702f16a7b9aba624d0e5b
128,Virus-like particle,VLP + Adjuvant,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4251eda91190943fd9ad58f0c2979e0b
129,Non-replicating viral vector,Non-replicating viral vector; dendritic cell-based vaccine,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,447f3d12d559fc108e6d1eaecaea7e44
130,Virus-like particle,VLP; unknown,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,44c4e9fe9f9bf7a27fa9bb50284484a5
131,Dormant / Discontinued,"Kevzara (sarilumab), interleukin-6 receptor antagonist",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,44d739e79079a080c26a9cca6684517e
132,Antibodies,"Gimsilumab, anti-granulocyte-macrophage colony stimulating factor monoclonal",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,44ff4e91441ee574e07a2c5e0e8518b7
133,Cell-based therapies,"haNK, natural killer cells",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4543cd7ebf9ab6614e229f34f9618bfc
134,Other,A number of synthesized nanoviricide drug candidates,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4571c0e8ded3f331202df8eb1ceb1d57
135,Other,"Leukine (sargramostim, rhu-Granulocyte macrophage colony stimulating factor )",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4635da24f99e13f1b2033e8a2e1e1fc4
136,Protein subunit,"Protein subunit, synthetic long peptide vaccine candidate for S and M proteins",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,46418a60108d75372ceb3d37fdc06e50
137,Non-replicating viral vector,Non-replicating viral vector; parainfluenza virus 5 (PIV5)-based vaccine expressing the spike protein,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,467e7a915ed9165ca8de68a75c54c4b4
138,Antivirals,Antiviral drug combinations,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4683c956ab4b8d3bc4eb9c012800b607
139,Other,Nitric oxide,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,469bb9d1b376d54dcffec23605501229
140,Cell-based therapies,"CYNK-001, allogeneic, natural killer cell therapy",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,46a2e347366a8ca1f9e2b18ad2f249ca
141,Unknown,unknown; IMT504 technology,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4770c33312245e34e0c9f1962393a2e4
142,Replicating viral vector,Replicating viral vector; horsepox vector expressing S protein; TNX-1800,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,48521db3503c528f93c5d11f329727ce
143,Non-replicating viral vector,"AAVCOVID, Adeno-associated viral vector (AAV), spike protein",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4939b003f550fdd664adfce5dcb20b04
144,Cell-based therapies,"BCDA-4, bone marrow-derived allogenic neurokinin-1 receptor positive mesenchymal stem cells",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,49607527cd905538c6d6688ab706085b
145,Antivirals,"GC376, protease inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,496f298e64094286ab423128bf91cb73
146,Other,Methylprednisolone/ ciclesonide (Alvesco)/ hydrocortisone/ corticosteroids,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,499a02199fc1a030ce0e903927dbede2
147,DNA-based,DNA plasmid vaccine RBD&N,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,49eeeb06e1a16a322bc051c12124c9bd
148,RNA-based treatments,RNAi - testing 150 RNAis,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4a04ca3d3881c029ae19fec2bdb4e792
149,Antibodies,Monoclonal antibody cocktail,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4b58fbd999b5148df92e1f247aa5661e
150,Dormant / Discontinued,Recombinant ACE2 (angiotensin-converting enzyme 2),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4c2fdd135db775c87ae5be10b4db3e77
151,Protein subunit,Outer Membrane Vesicle (OMV)-peptide,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4cc21b30dfb5c74017affcaa9cbc0ac6
152,Other,"MN-166 (ibudilast), orally bioavailable, small molecule macrophase migration inhibitory factor (MIF) inhibitor and phosphodiesterase (PDE) -4 and -10 inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4cdb13d61c79bbb95fe28819db398d2d
153,Antivirals,"Atazanavir, protease inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4d12f0c720724def7d134dd2e28e9c6d
154,RNA-based vaccine,RNA; Replicating defective SARS-CoV-2 derived RNAs,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4d760b7e4587e71ed3915f5607763c9f
155,Antibodies,"Soliris (eculizumab), complement inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4dc6299c291464db6d4cd4e919f720f7
156,Protein subunit,OMV-based vaccine,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,4dee75fe7bca27a52aa7399392a87671
157,Antibodies,Antibodies (OmniRat platform),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,5043639e0c17b0844f65cf45255f1616
158,Virus-like particle,VLP; eVLP,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,51256429eed359af37bc530746ce7932
159,Scanning compounds to repurpose,Identify novel drugs,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,5139e2c861e80135a9ef3ba899757c44
160,Inactivated virus,Whole-Virion Inactivated (COVAXIN),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,51703cfe44da7e6eabce95b58405ee01
161,Replicating bacterial vector,Oral Salmonella enteritidis (3934Vac) based protein expression system of RBD,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,524c4eafdd63367ae4d8e04c6c53b9e2
162,RNA-based vaccine,RNA; mRNA in an intranasal delivery system (cross-strain protective COV-2 mRNA) vaccine for high-risk populations,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,52bcffaf0aae5302b512a4523180b56c
163,Unknown,Unknown,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,537ceaa0871de713bdf4c3fe503ba610
164,Scanning compounds to repurpose,Repurposing antiviral drug candidates,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,542c7b99ebe77a433dfc7b256b25bdee
165,Antibodies,"BDB-100, monocloncal anti-C5a antibody",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,55510ec034c64a09b74e7e1804c6096c
166,Inactivated virus,Inactivated,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,559d223ac2de939753ce577248d199b3
167,Cell-based therapies,Autologous Adipose-Tissue Derived Mesenchymal Stem Cells (ADMSCs) and allogeneic MSCs,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,55aa2f46c4326c6d4863c4172b25efbb
168,Other,"Xpovio (selinexor), oral, selective inhibitor of nuclear export (SINE) compound",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,55b21687b026e8195103b2691ff397d5
169,Protein subunit,"Protein subunit, nanoparticle vaccine",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,564537a9362634620430d5a6f232b1e6
170,RNA-based vaccine,LUNAR-COV19; RNA; mRNA,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,568db283b10394ad37916c11f3989ada
171,Unknown,Unknown,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,573dcb600850441e4a261a3a020b5aa4
172,Antibodies,Polyclonal hyperimmune globulin (H-IG),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,57f4c9d4b36926c49a84fb7d52d5d95e
173,Protein subunit,"Protein subunit, adjuvanted microsphere peptide",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,589903d06fa90b2ca62ab27b9fe0c171
174,Antibodies,Antibodies,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,595c1ca9432f0d320ed6146194cc55db
175,Antivirals,"SLV213, cysteine protease inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,5a44d4fa0a7986ae0397afa5a27b2e4c
176,Protein subunit,"Peptide vaccine, EpiVacCorona",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,5a9ec3eeffa9319083d4039de5b6abec
177,Other,"piclidenoson, A3 adenosine receptor agonist",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,5afca623a6a06c0011b34c4252e2326b
178,Protein subunit,Peptides derived from Spike protein,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,5c7cf826f4a8010bc95f938500f490e3
179,Antibodies,Polyclonal hyperimmune globulin (H-IG),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,5d132766240dfcb4805cfeb1a3072572
180,Scanning compounds to repurpose,AI-based screening to identify a peptide cocktail,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,5d146258b2bf2830aefef757e773744e
181,RNA-based vaccine,RNA; LNP-encapsulated mRNA cocktail encoding RBD,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,5d211c1eb8c1673f4cf3677353fc87c6
182,Other,"Activase (alteplase), tissue plasminogen activator (tPA)",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,5e308a0cbb140e2379cc9f1aebd77792
183,RNA-based treatments,Inhaled mRNA,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,5eb3c2c2c0099463cbafde3859db38e9
184,Antibodies,"VIR-7831 and VIR-7832, antibodies from recovered SARS patients",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,5eb87284d3e4a2354c6dcab096fc3571
185,Protein subunit,Protein subunit; S protein,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,5f349dcad2c8c61c4b114712402d48b0
186,Protein subunit,RBD protein fused with Fc of IgG + Adjuvant,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,5fe49292607266b2fc07ae3f1baa91a0
187,Cell-based therapies,"StemVacs, universal donor natural killer cell-based therapy ",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,606ec8e3e2c393e977a8a7a0dc148cc1
188,Antivirals,galidesivir,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,608c8979e465555de5d087687b343613
189,Protein subunit,Peptide + novel adjuvant,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,61043f967d7b32b6b1040bd25b535981
190,Scanning compounds to repurpose,Scanning compounds to repurpose,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,61e092e66f7bf5fb584839d583a1f554
191,Inactivated virus,Inactivated,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,62ba7f0a85b916ca8d301add24a0ab3d
192,Protein subunit,Protein subunit; Full-length recombinant SARS COV-2 glycoprotein nanoparticle vaccine adjuvanted with Matrix M (NVX-CoV2373),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,63de19be4f34019e04c0a8ec225b9ec9
193,Other,"N-803, IL-15 ""superagonist"" (Nogapendekin alfa inbakicept)",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,64598f645f07a4bec2b2f7df7f965610
194,Antibodies,"SAB-185, Polyclonal hyperimmune globulin (H-IG)",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,645cb48fbca75fe10b62d6b5f903513e
195,Protein subunit,Protein subunit,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,645e4b3de30178f1cc249cff28dd0649
196,Other,"leflunomide, pyrimidine synthesis inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6519c73dd090cd12d03da969d5d45dbe
197,Non-replicating viral vector,Adenovirus-based,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,65a43d5d6d117d4c315834c004cc4c3b
198,Protein subunit,MVC-COV1901 vaccine injection; S-2 P protein + CpG 1018,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,65e19c6098380f6f02b66112a7f14cc2
199,RNA-based vaccine,srRNA (EXG-5003),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,665b1ca850f99e3e3f3716b28f942fc3
200,Inactivated virus,Inactivated,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,66c6ae3eba9e0a9a7339e6c6b072bdc0
201,Other,"Nocions, molecules that either selectively block Nav 1.7 or antagonize large-pore channels",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6720a8f034826d847a9a781ee18ab8cb
202,Device,Oxiris Blood Purification Filter,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6728e4c3b582f85aef6cc251b7e8c59d
203,Non-replicating viral vector,Recombinant deactivated rabies virus containing S1,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,67ead27ee246d4e3bb2b4713d320a6cc
204,Cell-based therapies,"MSV_allo, allogenic mesenchymal stem cells",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,682ab98f7ded93af49870bef2bde5bb5
205,Non-replicating viral vector,Sendai virus vector,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,68e9257d0d7e632e75066de571337afc
206,Protein subunit,S subunit intranasal liposomal formulation with GLA/3M052 adjs.,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6955ba4c3d944a4ef9e063224b46a3f1
207,Antibodies,"TJM2 (TJ003234), anti-granulocyte-macrophage colony stimulating factor antibody",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6afe83a07d6394b7757fab287f8d885d
208,RNA-based vaccine,"3 LNP-mRNAs; BNT162
",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6b737ba217125f4cd9dc8defe29e7003
209,Antivirals,Levovir (clevudine),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6bac0b393f9a14009dfe66e96c10d5a9
210,Protein subunit,Protein subunit; plant virus nanotechnology formulated as injectable and microneedle patch,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6d1501e35667b3a529fd89d41ef3ee87
211,Scanning compounds to repurpose,Identifying drugs to repurpose,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6d4866875d15eab66bdf28c7a51f0220
212,RNA-based vaccine,RNA; LNP-encapsulated mRNA cocktail encoding VLP,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6d80a6153f7db0755e4337e406f07c5e
213,Antibodies,Linked nanobody antibody,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6df2c87dd59c57396ab7e4ea4939cd19
214,Protein subunit,Protein subunit; S protein (DIOS-CoVax2),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6e1dfd41b2cd7f3dbb80cdcdbe876c9d
215,Antivirals,Prophylactic antiviral CRISPR in human cells (PAC-MAN),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6e23ef8573a2129855a351b28324c403
216,Dormant / Discontinued,"azvudine, reverse transcriptase inhibitor
",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6eb3edab76af6b47850e52b99a341c5e
217,Replicating viral vector,"Replicating viral vector, recombinant vaccine based on Influenza A virus, for the prevention of COVID-19 (intranasal)",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6ec6fd8840b62784971af3e32a2eced9
218,Antibodies,"COVID-19 Immunoglobulin, plasma derived
",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6f52bb2f03a676d64b3380e99a3aaf32
219,Replicating viral vector,"Replicating viral vector, replication-competent VSV chimeric virus technology (VSVdeltaG) delivering the SARS-CoV-2 Spike (S) glycoprotein",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,6fa9d55b56ebe09d654d36c6a4501601
220,Other,"Olumiant (baricitinib), Janus kinase (JAK) inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7015bf54380681c77c096b43cf412381
221,Antibodies,Super-antibody or antibody cocktail to target potential mutations of SARS-CoV-2,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,71563e5fb4ade5ac68879e273da4cf99
222,Other,"RHB-107 (upamostat, WX-671), serine protease inhibitor",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,73662b7c4d973793b6164a08cd382d01
223,Protein subunit,Recombinant S protein,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,73ed9fd4d53cdcef2c57f126c4357420
224,Cell-based therapies,Dental pulp-derived mesenchymal stem cells,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,742e274cadac7190c59384a86f452c7d
225,Other,"Metablok (LSALT peptide), selective dipeptidase-1 antagonist",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,744d04c72906902970eeb6bf78ae0b39
226,Antivirals,Virazole (ribavirin for inhalation solution),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,74a1b4edd1aeaf51c0fe671d86ce0482
227,Protein subunit,Protein subunit; adjuvanted protein subunit (RBD),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,74d5539836b47af102ec5e99204e4af8
228,Inactivated virus,Inactivated whole virus,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,751b44e68cca4e5877cbc913cb23416a
229,Antibodies,"Polyclonal hyperimmune globulin (H-IG), unbranded",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,75434a456c668274de2bda9866bd3b2d
230,Other,"Organicell Flow, acellular product derived from amniotic fluid ",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7566b5ceaa907ce82f141be26c2f68cd
231,Other,"Zilucoplan, a synthetic macrocyclic peptide inhibitor of the terminal complement protein C5",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,76d3fc793d248475411f6e5e654fdac5
232,Other,Peptides,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7734caf41a00fcfd3335560df993c41c
233,Unknown,Unknown,Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,7747e619efd40ff5b0409af4f5703c77
234,Other,recombinant human plasma gelsolin (rhu-pGSN),Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,78dcb14284f9fae11e7ead42d2a48b27
235,Other,"Entresto (sacubitril, a neprilysin inhibitor, and valsartan, an angiotensin II receptor blocker)",Milken,https://docs.google.com/document/d/1Y4nCJJ4njzD1wiHbufCY6gqfRmj49Qn_qNgOJD62Wik/edit,794a4720b990ba63253ad5c27dccfefb
