,url,pdf,country,startDate,trialStatus,design,blinding,arms,covid19Status,patientSetting,outcome,treatmentType,id,location.id,size,endDate,Status
128,http://en.irct.ir/trial/46536,,Iran,2020-03-01T00:00:00Z,Completed,Single-Arm,Open-Label,1,Confirmed Or Suspected,Hospital,"Hospitalization, Clinical Improvement Score (Any), Adverse Events, Treatment-emergent Adverse Events",HCQ + LPV/r,IRCT20100228003449N30_Tehran_Iran,Tehran_Iran,50,2020-05-01T00:00:00Z,Unknown
129,http://en.irct.ir/trial/46810,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Open-Label,3,,Hospital,"Mortality, Hospitalization, Invasive Mechanical Ventilation or ECMO","Corticosteroids + Igs + IFN, HCQ + Antivirals",IRCT20120225009124N4_Fars_Iran,Fars_Iran,105,2020-06-01T00:00:00Z,Dead
130,http://en.irct.ir/trial/46932,,Iran,2020-04-01T00:00:00Z,Recruiting,Randomised,Double,2,,"Healthy Exposed, Healthcare Workers","Mortality, Hospitalization, Viral Load or Clearance","HCQ, SOC",IRCT20130306012728N8_EastAzarbaijan_Iran,EastAzarbaijan_Iran,500,,Dead
131,http://en.irct.ir/trial/46790,,Iran,2020-03-01T00:00:00Z,Completed,Randomised,Single,2,,Hospital,Clinical Improvement Score (Any),"HCQ + LPV/r, HCQ + LPV/r + DAA",IRCT20130812014333N145_Tehran_Iran,Tehran_Iran,80,2020-07-01T00:00:00Z,Unknown
132,http://en.irct.ir/trial/46853,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Single,4,,Hospital,Hospitalization,"DAA, HCQ, Lithium, Other",IRCT20130812014333N147_Tehran_Iran,Tehran_Iran,80,2020-06-01T00:00:00Z,Unknown
133,http://en.irct.ir/trial/47639,,Iran,2020-05-01T00:00:00Z,Completed,Randomised,Open-Label,2,Confirmed,Unclear,"Hospitalization, SpO2","LPV/r + AZT, LPV/r + AZT + Alternative therapy",IRCT20131129015584N2_Tehran_Iran,Tehran_Iran,152,2020-06-01T00:00:00Z,Unknown
134,http://en.irct.ir/trial/47665,,Iran,2020-05-01T00:00:00Z,Completed,Randomised,Open-Label,2,Suspected,Hospital,"Hospitalization, SpO2","Alternative therapy + AZT + LPV/r, AZT + LPV/r",IRCT20131129015584N3_Tehran_Iran,Tehran_Iran,68,2020-06-01T00:00:00Z,Unknown
135,http://en.irct.ir/trial/48019,,Iran,2020-05-01T00:00:00Z,Completed,Randomised,Single,2,Confirmed,Hospital,IL-6,"HCQ + AZT + NSAIDs, HCQ + AZT + NSAIDs + Hormone therapy",IRCT20150716023235N15_RazaviKhorasan_Iran,RazaviKhorasan_Iran,80,2020-07-01T00:00:00Z,Unknown
136,http://en.irct.ir/trial/47022,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Open-Label,2,,Hospital,"Mortality, Hospitalization","FPV + HCQ, HCQ + LPV/r",IRCT20150808023559N20_Tehran_Iran,Tehran_Iran,100,2020-07-01T00:00:00Z,Dead
137,http://en.irct.ir/trial/46561,,Iran,2020-03-01T00:00:00Z,Completed,Single-Arm,Open-Label,1,Confirmed,Hospital,"Hospitalization, Cough, Fever, Dyspnea, Other Mild Symptoms, Treatment-emergent Adverse Events, Radiographic Findings",HCQ + Oseltamivir + LPV/r + IFN,IRCT20151227025726N12_Tehran_Iran,Tehran_Iran,20,2020-04-01T00:00:00Z,Unknown
138,http://en.irct.ir/trial/46681,,Iran,2020-03-01T00:00:00Z,Completed,Single-Arm,Open-Label,1,Confirmed,Hospital,"Hospitalization, Viral Load or Clearance, Cough, Fever, Dyspnea, Treatment-emergent Adverse Events, Radiographic Findings",TCZ + LPV/r + HCQ,IRCT20151227025726N13_Tehran_Iran,Tehran_Iran,40,2020-05-01T00:00:00Z,Unknown
139,http://en.irct.ir/trial/49638,,Iran,2020-07-01T00:00:00Z,Completed,Randomised,Open-Label,2,Confirmed,Hospital,Mortality,"HCQ + LPV/r, HCQ + LPV/r + Igs",IRCT20151227025726N20_Tehran_Iran,Tehran_Iran,80,2020-08-01T00:00:00Z,Dead
140,http://en.irct.ir/trial/46814,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Open-Label,2,,Hospital,"Fever, Other Mild Symptoms, C-Reactive Protein, White Blood Cell Count, Erythrocyte Sedimentation Rate, Blood Pressure, Respiratory Rate, Radiographic Findings","HCQ + DAA, HCQ + LPV/r (or + DAA + Antibiotics)",IRCT20161204031229N3_Tehran_Iran,Tehran_Iran,40,2020-06-01T00:00:00Z,Unknown
141,http://en.irct.ir/trial/47119,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Open-Label,2,,Hospital,"Mortality, Blood Pressure","HCQ, HCQ + Immunomodulators",IRCT20170207032444N3_Tehran_Iran,Tehran_Iran,60,2020-06-01T00:00:00Z,Dead
142,http://en.irct.ir/trial/47696,,Iran,2020-06-01T00:00:00Z,Completed,Randomised,Single,2,Confirmed,Unclear,,"HCQ, HCQ + mAb",IRCT20171105037262N4_Tehran_Iran,Tehran_Iran,100,2020-07-01T00:00:00Z,Unknown
143,http://en.irct.ir/trial/47516,,Iran,2020-05-01T00:00:00Z,Completed,Randomised,Open-Label,2,Confirmed,Hospital,"Hospitalization, Cough, Fever, Dyspnea, SpO2","HCQ, HCQ + Zinc",IRCT20180425039414N2_Tehran_Iran,Tehran_Iran,80,2020-05-01T00:00:00Z,Unknown
144,http://en.irct.ir/trial/48083,,Iran,2020-06-01T00:00:00Z,Completed,Randomised,Open-Label,2,Confirmed,Hospital,Hospitalization,"HCQ + LPV/r, HCQ + LPV/r + Vitamins",IRCT20180425039414N3_Tehran_Iran,Tehran_Iran,80,2020-05-01T00:00:00Z,Unknown
145,http://en.irct.ir/trial/49120,,Iran,2020-07-01T00:00:00Z,Completed,Randomised,Open-Label,2,Confirmed,Hospital,Cough,"Alternative therapy, HCQ",IRCT20180712040446N2_Tehran_Iran,Tehran_Iran,60,2020-08-01T00:00:00Z,Unknown
146,http://en.irct.ir/trial/46897,,Iran,2020-04-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,,Hospital,"Fever, C-Reactive Protein, Erythrocyte Sedimentation Rate, Radiographic Findings","HCQ + LPV/r, HCQ + Umifenovir",IRCT20180725040596N2_Tehran_Iran,Tehran_Iran,100,2020-09-01T00:00:00Z,Unknown
147,http://en.irct.ir/trial/47090,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Open-Label,2,,Healthy Exposed,"Viral Load or Clearance, Radiographic Findings","HCQ, SOC",IRCT20190122042450N4_Tehran_Iran,Tehran_Iran,1000,2020-06-01T00:00:00Z,Unknown
148,http://en.irct.ir/trial/47209,,Iran,2020-05-01T00:00:00Z,Completed,Randomised,Open-Label,2,Confirmed,Hospital,"Mortality, C-Reactive Protein, Ferritin, White Blood Cell Count, Platelet Count","HCQ, HCQ + Other",IRCT20190418043307N1_Tehran_Iran,Tehran_Iran,100,2020-06-01T00:00:00Z,Dead
149,http://en.irct.ir/trial/46741,,Iran,2020-04-01T00:00:00Z,Completed,Unspecified,Open-Label,2,,Hospital,"Mortality, Hospitalization, Cough, Fever, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, C-Reactive Protein, LDH","HCQ + LPV/r, IFN + HCQ + LPV/r",IRCT20190804044429N1_Mazandaran_Iran,Mazandaran_Iran,70,2020-06-01T00:00:00Z,Dead
150,http://en.irct.ir/trial/46867,,Iran,2020-05-01T00:00:00Z,Recruiting,Randomised,Double,2,Confirmed,"Outpatient, Hospital","Mortality, Hospitalization, Hospital Discharge, Cough, Fever, Dyspnea, C-Reactive Protein, Ferritin, Platelet Count, Erythrocyte Sedimentation Rate, D-Dimer, LDH, SpO2","Colchicine, HCQ + Colchicine",IRCT20190810044500N5_Tehran_Iran,Tehran_Iran,200,2021-02-01T00:00:00Z,Dead
151,http://en.irct.ir/trial/46533,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Single,2,,Unclear,"Cough, Dyspnea, Other Mild Symptoms","LPV/r + HCQ + Oseltamivir + Antivirals, LPV/r + HCQ + Oseltamivir + Pirfenidone",IRCT20200314046764N1_Tehran_Iran,Tehran_Iran,40,2020-05-01T00:00:00Z,Unknown
152,http://en.irct.ir/trial/47014,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Open-Label,2,,Hospital,"Mortality, Invasive Mechanical Ventilation or ECMO, Radiographic Findings","HCQ + LPV/r + Antivirals, Igs + HCQ + LPV/r + Antivirals",IRCT20200317046797N3_EastAzarbaijan_Iran,EastAzarbaijan_Iran,100,2020-07-01T00:00:00Z,Dead
153,http://en.irct.ir/trial/46783,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Open-Label,2,,Hospital,"Mortality, ICU Admission, Hospitalization, Fever, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, C-Reactive Protein, Radiographic Findings","HCQ + FPV, HCQ + LPV/r",IRCT20200318046812N1_Tehran_Iran,Tehran_Iran,324,2020-06-01T00:00:00Z,Dead
154,http://en.irct.ir/trial/46968,,Iran,2020-04-01T00:00:00Z,Recruiting,Randomised,Open-Label,3,,Hospital,"Mortality, ICU Admission, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Dyspnea, Adverse Events, Serious Adverse Events, C-Reactive Protein, Radiographic Findings","HCQ + AZT + Corticosteroids, HCQ + AZT + NSAIDs, HCQ + LPV/r",IRCT20200318046812N2_Tehran_Iran,Tehran_Iran,906,2021-04-01T00:00:00Z,Dead
155,http://en.irct.ir/trial/46731,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Double,2,,Hospital,"Cough, Fever, Dyspnea, Adverse Events, Serious Adverse Events","HCQ + Antiretrovirals, HCQ + Antiretrovirals + Umifenovir",IRCT20200322046833N1_Tehran_Iran,Tehran_Iran,100,2020-04-01T00:00:00Z,Unknown
156,http://en.irct.ir/trial/46706,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Double,2,,Hospital,"Viral Load or Clearance, C-Reactive Protein, Radiographic Findings","Corticosteroids + Other + HCQ + LPV/r, HCQ + LPV/r",IRCT20200324046852N1_Tehran_Iran,Tehran_Iran,30,2020-04-01T00:00:00Z,Unknown
157,http://en.irct.ir/trial/47200,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Single,2,Confirmed,Hospital,"Fever, C-Reactive Protein, White Blood Cell Count, LDH, Respiratory Rate, Radiographic Findings","HCQ, HCQ + Umifenovir",IRCT20200325046859N2_Tehran_Iran,Tehran_Iran,100,2020-06-01T00:00:00Z,Unknown
158,http://en.irct.ir/trial/46926,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Open-Label,2,,Outpatient,"Hospitalization, C-Reactive Protein","HCQ, HCQ + LPV/r",IRCT20200403046926N1_Tehran_Iran,Tehran_Iran,60,2020-05-01T00:00:00Z,Unknown
159,http://en.irct.ir/trial/46940,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Open-Label,2,,Unclear,"Pneumonia or ARDS, Fever, Erythrocyte Sedimentation Rate","HCQ + LPV/r, HCQ + LPV/r + Alternative therapy",IRCT20200404046935N1_Tehran_Iran,Tehran_Iran,40,2020-06-01T00:00:00Z,Unknown
160,http://en.irct.ir/trial/46946,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Triple,2,,Healthy Unexposed,Viral Load or Clearance,"HCQ, SOC",IRCT20200405046958N1_Tehran_Iran,Tehran_Iran,60,2020-06-01T00:00:00Z,Unknown
161,http://en.irct.ir/trial/47152,,Iran,2020-05-01T00:00:00Z,Completed,Randomised,Open-Label,2,Confirmed,Hospital,Mortality,"HCQ + LPV/r, HCQ + LPV/r + Other",IRCT20200406046968N3_EastAzarbaijan_Iran,EastAzarbaijan_Iran,60,2020-06-01T00:00:00Z,Dead
162,http://en.irct.ir/trial/47006,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Open-Label,2,,Hospital,"Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Fever, C-Reactive Protein, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Renal Outcome (Unspecified)","HCQ, HCQ + Other",IRCT20200408046992N1_Tehran_Iran,Tehran_Iran,70,2020-07-01T00:00:00Z,Unknown
163,http://en.irct.ir/trial/47078,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Open-Label,2,,Hospital,"Fever, C-Reactive Protein, Respiratory Rate","HCQ + Antiretroviral, HCQ + Antiretroviral + Vitamins",IRCT20200411047025N1_Tehran_Iran,Tehran_Iran,110,2020-05-01T00:00:00Z,Unknown
164,http://en.irct.ir/trial/47099,,Iran,2020-04-01T00:00:00Z,Completed,Unspecified,Open-Label,2,,Hospital,"Mortality, ICU Admission, Fever, Other Mild Symptoms, C-Reactive Protein",HCQ + AZT + Melatonin,IRCT20200411047030N1_Tehran_Iran,Tehran_Iran,82,2020-06-01T00:00:00Z,Dead
165,http://en.irct.ir/trial/48749,,Iran,2020-06-01T00:00:00Z,Completed,Randomised,Single,3,Confirmed,Hospital,"Organ Failure or Dysfunction (SOFA), Platelet Count, Coagulation Test, Bilirubin, PaO2-FiO2, Renal Outcome (Unspecified)","HCQ, HCQ + Raltagravir, HCQ + Raltagravir + IFN",IRCT20200412047042N1_EastAzarbaijan_Iran,EastAzarbaijan_Iran,60,2020-08-01T00:00:00Z,Unknown
166,http://en.irct.ir/trial/47244,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Open-Label,2,,Hospital,"ICU Admission, Hospitalization, Fever","AZT + Oseltamivir + LPV/r + Antiretroviral + HCQ, Oseltamivir + LPV/r + Antiretroviral + HCQ",IRCT20200415047092N1_Tehran_Iran,Tehran_Iran,110,2020-05-01T00:00:00Z,Unknown
167,http://en.irct.ir/trial/47707,,Iran,2020-05-01T00:00:00Z,Completed,Randomised,Single,2,Confirmed,Hospital,"Hospitalization, Fever","HCQ, HCQ + Colchicine",IRCT20200418047126N1_Tehran_Iran,Tehran_Iran,100,2020-06-01T00:00:00Z,Unknown
168,http://en.irct.ir/trial/47334,,Iran,2020-04-01T00:00:00Z,Completed,Randomised,Open-Label,2,,Hospital,"Mortality, Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Adverse Events, Radiographic Findings","DPP-4i, HCQ + LPV/r",IRCT20200420047147N1_Tehran_Iran,Tehran_Iran,84,2020-08-01T00:00:00Z,Dead
169,http://en.irct.ir/trial/48444,,Iran,2020-05-01T00:00:00Z,Completed,Randomised,Single,2,Confirmed,Hospital,"Mortality, Hospital Discharge","HCQ + LPV/r, HCQ + LPV/r + Ivermectin",IRCT20200422047168N2_Khuzestan_Iran,Khuzestan_Iran,60,2020-07-01T00:00:00Z,Dead
170,http://en.irct.ir/trial/47559,,Iran,2020-05-01T00:00:00Z,Completed,Randomised,Double,2,Confirmed,Hospital,"Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, SpO2","HCQ, HCQ + FPV",IRCT20200428047228N1_Tehran_Iran,Tehran_Iran,50,2020-06-01T00:00:00Z,Unknown
171,http://en.irct.ir/trial/48096,,Iran,2020-06-01T00:00:00Z,Completed,Randomised,Double,2,Confirmed,ICU,Mortality,"HCQ, HCQ + AZT",IRCT20200428047228N2_Tehran_Iran,Tehran_Iran,40,2020-06-01T00:00:00Z,Dead
172,http://en.irct.ir/trial/47637,,Iran,2020-07-01T00:00:00Z,Completed,Randomised,Open-Label,2,Confirmed,Hospital,"Hospitalization, Hospital Discharge","HCQ, HCQ + Immunomodulators",IRCT20200428047232N1_Tehran_Iran,Tehran_Iran,60,2020-06-01T00:00:00Z,Cured/Discharged
173,http://en.irct.ir/trial/48114,,Iran,2020-05-01T00:00:00Z,Completed,Randomised,Double,2,Confirmed,Hospital,"Fever, Serious Adverse Events, C-Reactive Protein, SpO2, Respiratory Rate","Alternative therapy + HCQ, HCQ",IRCT20200506047323N1_Tehran_Iran,Tehran_Iran,84,2020-08-01T00:00:00Z,Unknown
174,http://en.irct.ir/trial/47990,,Iran,2020-05-01T00:00:00Z,Completed,Randomised,Open-Label,2,Confirmed,Hospital,"Serious Adverse Events, SpO2","HCQ, HCQ + Alternative therapy",IRCT20200506047323N2_Tehran_Iran,Tehran_Iran,60,2020-08-01T00:00:00Z,Unknown
175,http://en.irct.ir/trial/48048,,Iran,2020-05-01T00:00:00Z,Recruiting,Randomised,Double,2,Confirmed,Hospital,"Viral Load or Clearance, Cough","HCQ, HCQ + IFN",IRCT20200511047396N1_Tehran_Iran,Tehran_Iran,50,2020-11-01T00:00:00Z,Unknown
176,http://en.irct.ir/trial/48045,,Iran,2020-07-01T00:00:00Z,Completed,Randomised,Single,2,Confirmed,Hospital,,"HCQ, HCQ + Other",IRCT20200511047399N1_Tehran_Iran,Tehran_Iran,30,2020-06-01T00:00:00Z,Unknown
177,http://en.irct.ir/trial/48236,,Iran,2020-06-01T00:00:00Z,Completed,Randomised,Double,2,Healthy,Healthy Exposed,,"HCQ, SOC",IRCT20200513047426N1_Tehran_Iran,Tehran_Iran,500,2020-07-01T00:00:00Z,Unknown
178,http://en.irct.ir/trial/48176,,Iran,2020-05-01T00:00:00Z,Completed,Randomised,Double,2,Confirmed,Hospital,Radiographic Findings,"Antibiotics + AZT + LPV/r, Vitamins + Antibiotics + AZT + LPV/r",IRCT20200516047468N1_Tehran_Iran,Tehran_Iran,50,2020-05-01T00:00:00Z,Unknown
179,http://en.irct.ir/trial/48226,,Iran,2020-05-01T00:00:00Z,Recruiting,Non-Randomised,Double,2,Confirmed,Hospital,"Hospitalization, SpO2","HCQ + Atazanavir/ritonavir, HCQ + LPV/r",IRCT20200517047485N1_Tehran_Iran,Tehran_Iran,108,2021-04-01T00:00:00Z,Unknown
180,http://en.irct.ir/trial/48495,,Iran,2020-06-01T00:00:00Z,Completed,Non-Randomised,Open-Label,2,Confirmed Or Suspected,Outpatient,,"HCQ, HCQ + Umifenovir",IRCT20200523047550N1_Tehran_Iran,Tehran_Iran,50,2020-05-01T00:00:00Z,Unknown
181,http://en.irct.ir/trial/48764,,Iran,2020-06-01T00:00:00Z,Recruiting,Randomised,Open-Label,3,Confirmed,Hospital,Hospitalization,"HCQ + LPV/r, Other",IRCT20200609047707N1_NorthKhorasan_Iran,NorthKhorasan_Iran,90,2020-09-01T00:00:00Z,Unknown
182,http://en.irct.ir/trial/49525,,Iran,2020-07-01T00:00:00Z,Completed,Randomised,Single,2,Confirmed,Hospital,"ICU Admission, SpO2","HCQ + Vitamins + Non-invasive respiratory support + Plasma based therapy, Other",IRCT20200705048013N1_Tehran_Iran,Tehran_Iran,150,2020-07-01T00:00:00Z,Unknown
183,http://isrctn.com/ISRCTN83971151,,Lebanon,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Beirut_Lebanon,Beirut_Lebanon,10000,,Unknown
184,http://isrctn.com/ISRCTN83971151,,Germany,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Berlin_Germany,Berlin_Germany,10000,,Unknown
185,http://isrctn.com/ISRCTN83971151,,Switzerland,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Bern_Switzerland,Bern_Switzerland,10000,,Unknown
186,http://isrctn.com/ISRCTN83971151,,Brazil,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Brasilia_Brazil,Brasilia_Brazil,10000,,Unknown
187,http://isrctn.com/ISRCTN83971151,,Argentina,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_BuenosAires_Argentina,BuenosAires_Argentina,10000,,Unknown
188,http://isrctn.com/ISRCTN83971151,,Ireland,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_CountyDublin_Ireland,CountyDublin_Ireland,10000,,Unknown
189,http://isrctn.com/ISRCTN83971151,,Qatar,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Doha_Qatar,Doha_Qatar,10000,,Unknown
190,http://isrctn.com/ISRCTN83971151,,India,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_India,India,10000,,Unknown
191,http://isrctn.com/ISRCTN83971151,,Indonesia,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Indonesia,Indonesia,10000,,Unknown
192,http://isrctn.com/ISRCTN83971151,,Israel,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Jerusalem_Israel,Jerusalem_Israel,10000,,Unknown
193,http://isrctn.com/ISRCTN83971151,,Malaysia,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_KualaLumpur_Malaysia,KualaLumpur_Malaysia,10000,,Unknown
194,http://isrctn.com/ISRCTN83971151,,Peru,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_LimaRegion_Peru,LimaRegion_Peru,10000,,Unknown
195,http://isrctn.com/ISRCTN83971151,,Spain,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Madrid_Spain,Madrid_Spain,10000,,Unknown
196,http://isrctn.com/ISRCTN83971151,,Philippines,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Manila_Philippines,Manila_Philippines,10000,,Unknown
197,http://isrctn.com/ISRCTN83971151,,Kenya,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_NairobiCounty_Kenya,NairobiCounty_Kenya,10000,,Unknown
198,http://isrctn.com/ISRCTN83971151,,Thailand,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Nan_Thailand,Nan_Thailand,10000,,Unknown
199,http://isrctn.com/ISRCTN83971151,,Norway,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Oslo_Norway,Oslo_Norway,10000,,Unknown
200,http://isrctn.com/ISRCTN83971151,,Canada,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Ottawa_Canada,Ottawa_Canada,10000,,Unknown
201,http://isrctn.com/ISRCTN83971151,,South Africa,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Pretoria_SouthAfrica,Pretoria_SouthAfrica,10000,,Unknown
202,http://isrctn.com/ISRCTN83971151,,Saudi Arabia,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Riyadh_SaudiArabia,Riyadh_SaudiArabia,10000,,Unknown
203,http://isrctn.com/ISRCTN83971151,,Italy,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Rome_Italy,Rome_Italy,10000,,Unknown
204,http://isrctn.com/ISRCTN83971151,,Honduras,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Tegucigalpa_Honduras,Tegucigalpa_Honduras,10000,,Unknown
205,http://isrctn.com/ISRCTN83971151,,Iran,2020-03-01T00:00:00Z,Recruiting,Randomised,Open-Label,5,Confirmed,Hospital,,"HCQ, LPV/r, LPV/r + IFN, Remdesivir, SOC",ISRCTN83971151_Tehran_Iran,Tehran_Iran,10000,,Unknown
206,http://isrctn.com/ISRCTN86534580,,United Kingdom,2020-03-01T00:00:00Z,Recruiting,Randomised,Unspecified,2,Suspected,Outpatient,"Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO","HCQ, SOC",ISRCTN86534580_London_UnitedKingdom,London_UnitedKingdom,3000,,Dead
207,http://isrctn.com/ISRCTN88057279,,United Kingdom,2020-05-01T00:00:00Z,Recruiting,Randomised,Open-Label,2,Healthy,Hospital,,"HCQ, SOC",ISRCTN88057279_London_UnitedKingdom,London_UnitedKingdom,500,,Unknown
208,https://jrct.niph.go.jp/latest-detail/jRCTs031190227,,Japan,2020-02-01T00:00:00Z,Not Recruiting,Single-Arm,Open-Label,2,Confirmed,Hospital,"Viral Load or Clearance, C-Reactive Protein","HCQ + LPV/r, Oseltamivir + HCQ + LPV/r",JPRN-JRCTS031190227_GunmaPrefecture_Japan,GunmaPrefecture_Japan,50,,Unknown
209,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=16795,,South Korea,2020-06-01T00:00:00Z,Recruiting,Randomised,Unspecified,3,Confirmed,Unclear,,"Corticosteroids, HCQ + Corticosteroids, SOC",KCT0005105_Seoul_KoreaSouth,Seoul_KoreaSouth,141,,Unknown
210,https://ClinicalTrials.gov/show/NCT04261517,http://www.zjujournals.com/med/EN/10.3785/j.issn.1008-9292.2020.03.03#1,China,2020-02-01T00:00:00Z,Completed w. Results,Randomised,Open-Label,2,Confirmed,Unclear,Mortality,"HCQ, SOC",NCT04261517_Shanghai_China,Shanghai_China,30,2020-02-01T00:00:00Z,Dead
211,https://ClinicalTrials.gov/show/NCT04286503,,China,2020-02-01T00:00:00Z,Not Recruiting,Randomised,Open-Label,3,Confirmed,"Outpatient, Hospital, ICU","Viral Load or Clearance, Fever, Radiographic Findings","Carrimycin, HCQ or LPV/r or Umifenovir",NCT04286503_Beijing_China,Beijing_China,520,2021-02-01T00:00:00Z,Unknown
212,https://clinicaltrials.gov/show/NCT04303299,,Thailand,2020-02-01T00:00:00Z,Recruiting,Randomised,Open-Label,7,Confirmed,Outpatient,"ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO","DRV/r + FPV + HCQ, DRV/r + Oseltamivir, DRV/r + Oseltamivir + HCQ, HCQ + Oseltamivir, LPV/r + FPV, LPV/r + Oseltamivir, SOC",NCT04303299_Nan_Thailand,Nan_Thailand,320,,Unknown
